userName;content;score
Andleeb Chaudhary;duo helped me so much, I love this app;5
Shreshth Soni;A very helpful app for learning new languages;4
Shin;I don't like app icon. But in past duo icon is very cute. But in present...;1
raju tamang;best app for learning any Language 😇😇😇;4
Mathias Ssenyonjo;Best language learning app you'll ever find;5
Aasha Ghongde;very nice ☺️;5
Zander Leaf Listens;I should never have to wait 48 hours to remove a course I accidentally made too difficult;
Priyanka Rawat;game is very nice;5
Blessy Bhavana;very cheerful and useful but few ads disturb;4
Sean Lewis;Duokingo is amazing;5
Bruce Kunkle;big epic A+;5
Maira khatoon;Bekar h bhai mien to toot gaya;1
Aryana Jacobsen;love the app its fun and it's easy to learn new languages!;4
JJ van Ginkel;Best language learning app available, however the toxic characters on the talk show host exercises & general irrational 'woke' narrative is somewhat concerning, it's not child friendly & will cause behavioral problems in young learners. Update: Considered improving this review, however the spiteful plague ridden Duo logo will cost another star :p;3
Ann Coach;I missed a lesson and Duolingo killed my family;5
abeer ali;👍🏻💗;4
Vinay Kumar Yadav;Your new logo suck it feels like if duolingo is suffering and dying...;4
sammie mathis;I love Duolingo because I started learning Spanish a year ago the only word I knew was hola and he teached me how so great because a new student is Mexican and he only speaks Spanish no English so I love it it teaches me so much Spanish.( DONT LET DUOLINGO GET YOU DO YOUR SPANISH LESSONS) and that's it BYEEEEEE;5
Malak Koki;The face🥶🥶🥶🥶;5
madcodez “dope”;bad icon;1
Reemas Ayman;ممتاز;5
Darren M;very good app for learning a new language;5
A Elmass;This icon is hilariously weird.;1
Gerhard Brits;Music and Maths are nice additions.;5
Landon Goretcki;Duolingo what is that logo😭;5
Daleyza Hinojosa (Flower);Good but .. what happened to the profile 😀🔪;5
Shawn McDowell;try it it's not that bad;5
Isabel Velasco;I'm starting to learn Korean better;5
Ahmed Mohammed;fantastic 🤩;4
Ryleigh Beanz;DUOLINGO JUST HELPS US ALL JUST LIKE HE HELPED ME SAY I HATE YOU TO MY BULLY IN RUSSIAN ♥️;5
Pooja Chhabra;First thing what is the picture on the app Duolingo with uh I can't tell this never mind so this app is a very usefull app I have learnt korean so fast that I am in korea right now and I understand everything what people say, what to answer .Last review this app is very much Usefull;5
4 amazing sisters;Pls let my family go☹️;3
Karthik Vs;super app;5
Nigel Peace;I don't think Duo helps when stuck on a certain topic. This is the 3rd time I've restarted Spanish, and if I get to the same point and fail to progress again, I shall give up and uninstall the app.;2
Eva;WHAT HAPPENDED TO DUO 😭😭😭 WHO DIDNT DO THEIR SPANISH LESSONS AND MADE DUO MELT?!?!?!?!??;5
Briana Busenitz;great foundation. wish they would format the practice sessions differently;3
Lekshmi B;i really happy its very amazing app for learning english and i can pronuncing the well after using this app;5
Marium Mahede;this apps is very great;5
Randiel Alvarez;muy buena y divertida;5
Armaan Ansari;best app for learning communication;5
Luna Gaming Playz;I love the app , I learned English on it, but sometimes it can be hard because it doesn't say in what part did you failed but at the end it does a recap of your errors, at first I didn't have superduo so I would get ads on ads, I suggest you get superduo because you get infinite hearts no ads and you can do it offline. Otherwise great app 100/10 would recommend;5
Vyga Vinod;ഗുഡ്;5
Nikita B;"Uninstalled because of the ridiculous icon update. To support person reading this: send my regards to the ""genius"" who came up with this icon and the manager chain without a single person to say ""holup a minute"".";1
Mersi mersi;veryy veryy best app i swear;5
Shania Jones;I'm learning so much more thanks to Duolingo ❤❤❤;5
ALI SINA;very good;5
kedebone Oliver;Super fun, I have been at it for a week and a bit. I am really enjoying it, I am not sure how proficient I will ever get with French, but I am definitely learning in an exciting way.;5
Sabine Ngouh;this is very nice to learn;5
Soniya Rajpoot;good but that's all level is so easy... 😅;5
Mohd Rizwan;I dont like you so much but you are alright;1
Sunakshi;I love the app but there is no option for age limit... It Started languages from 0;4
Mohammed Ahmed;it's best for kids to learn English;4
Oleksii Bilous;A great app for learning English;5
FawnMermaid 2780;Fired human employee's for AI, and I can tell, tried to tell me the right answer but it wasn't even a option.;1
Serenity Bauduin;I love this app. It's teaching me how to do Japanese or Chinese or something like that. I do it every day, but it gets harder and harder, I'm on day 3-4. I love that you have streaks bc that keeps me occupied!;4
Liam Neilson;it weeks the adds suck but it werks;4
I AM MARQUEZ;jajaja;5
Anthony Wint;Returning user. I haven't used this app in a while but I'm not a fan of the hearts system at all. They need to get rid of it.;2
Talon Maica;Dang what happend to duolingo;5
Udiptakar Ràhul;this app is amazing;3
Rayhan al-din;Helpful app. & Good Quality;5
Ishita Chauhan;It take only one thing yonvskxhdhdhdhhd;1
Rebecca Feldman;New update August 2024 is super buggy. I keep losing random amounts amounts of progress and it makes me stop practicing until something resets and my current unit unlocks again. I hope they roll back the last update;3
Andres Alonso Chanquet;I like it;5
Fatima Ahmed;Godddod;5
Mansi Maheshwary;⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐;5
Muhamad Ghouri;it's good but it gives too much ads and also as you to learn any language you want but I request you to get super Duolingo;5
Flora Bernardo Chambal;It's very good and I'm enjoying learning;4
Imran Redzovic;Good learning app!;5
बंशी कश्यप;the best app for English learning in the world 🌎 only one app;5
Danielle Moser;I love learning but u don't help some times sorry;4
M. ADN;really helpful in Learning German language;5
Ahmet Çakır;Gerçekten çok yararli ve eglenceli uygulama;5
Farah Momo;Nice app !;5
Esther Akinlade;really funny an fun to learn !.!;5
Shahid Habshi;superb app;5
F4B1R1v7r;Bro this app is amazing I needed something to learn in my holiday but I didn't have enough money to higher a tutor until I saw this amazing app I would rate more if there was more than 5;5
Prachurya Patra;Just after a recent update, I am unable to change courses on my App. Earlier, when I used to click on the Language button at the top left corner, I just to see a list of languages. But now despite of repeatedly clicking on the icon, I am unable to change languages. Please help.;3
Palwashay;It's worth it amazing;5
sama mog390;This is soooooooooo gooooooooddddd;5
Tyron Darrell;a beautiful alternative to pass time rather than mindlessly scrolling through social media, love this app!!;5
Jedidah Okutoyi;Plz change the profile picture it's not entertaining 😕😒😒😞😭😭;1
Solomon Ngao;They removed the option to manage subscriptions... tricky;2
Elroe Pawlos;It is just so nice;5
Music Plug;What the heck wrong with the bird;5
Brian Casillas (el oso mago);Disgusted by new icon. Makes me not want to use the app. On top of the change in how courses are structured;2
Leandro Gama;App muito bom. Sugestão, não colocar esse ícone do duo doente, é muito feio.;5
Max Prechtl;So far so good, only problem I have is how long the apps internal advertisements are. Ads from other products are understandable but ads for super duolingo are obnoxiously long;4
Shane McDonald;Update: I am over a year into Duolingo. I feel like I hit a road block. I am overwhelmed with conjugating Spanish verbs. Duolingo has basic lessons on conjugation, but not nearly enough practice for me to memorize the rules. Original: A very fun way to learn a new language. I am impressed by how much I have learned in six months. I spent five years learning French in grade school and I feel I learned more Spanish from Duolingo in less than a year.;4
Vijay narayan Rajak;it's good.;1
Raima Khan;🤣i like this app this like a game and so good;5
Colin Smith;this game is awesome;5
Jackson;This app is kinda bad ngl but not their worst idea I'm only saying this because the updates are just slow af pls change so 2 stars still good job 👍;2
This is cat love Aka Faith;Pretty good! I'm learning Ukrainian, and this makes it fun. :) So far, my family hasn't been kidnapped!;4
Sai Rohit Biruda;It's a great app to learn basics of a new language...The most interesting part is, with the UI and learning methods in this app it will be more fun which makes learning much more interesting and easier.;5
Ram Yadav;I'm gonna start learning japanese;5
Stylish Lover;mat;5
Georgina Garcia;Language learning app;3
Stephanie Bell;I went from English to fluent Spanish;5
Lena Ghosh;Not bad;4
Uthaman M;good luring app;4
john mhrjn;Duolingo has a wonderful way of lifting your spirits, offering rewards that make you feel truly appreciated. It’s the perfect motivation to reignite my love for learning.;5
Prathewsh L;DID DUO GET THE MPOX???;3
Jonathan Clark;simple to use, but the rewards system gets in the way and is annoying.;3
Teodora Handziev;I have been using this app for a year and I had a 300 day streak. I actually found this app really useful when it was about learning to write in other language and to speak, but it was pretty much useless when it was about learning grammar and new words. Also, one day my streak randomly reseted even tho I did my lesson every day so if you could please fix this and add more efficient ways to learn.;1
Gold Tech Gamer;Worst app it a lie;4
Ane van der Merwe;I love the app so far.;5
Gulab Waghade;good;5
Brionna Knapp;I love using Duolingo to learn new languages, it makes it fun and also uses lots of images which helps me a lot as I'm a visual learner. The widget also helps remind me to do my daily practice. I'm learning to speak German and French, mainly focusing on German at the moment as it is a part of my heritage. Duo is really cute and I hope to get a plushie of him someday!💕;5
Nusrst Akter;Nice app i like the app;4
Crystal Irene;97 streak, otw 100 streak 🗣️🗣️🗣️🔥🔥🔥🔥 edit: 2 days left 🗣️🔥🔥🔥🔥;5
Therese :P;what happened to the app logo;5
Michael Anand-Obleton;If you're serious about learning a language, follow your lesson path, pronounce every word you read out loud as identically to the speaker as you can, and ignore all the scoring competition -- all it does is distract you from the real joy of becoming more fluent and authentic every day. Bottom line: DuoLingo works -- I learned Italian like a boss. Now I'm teaching it. 🏆 Pro tip: Try to speak just like a DuoLingo character whose accent and voice you love (for me it's the Italian dad Eddy). 🇮🇹;5
Shivansh Jaiswal;this is very language learning aap😊😊;5
Asadullah Saeed Movies;Not showing Intermediate English language;1
Iftekhar Ahmad;wondarfull;5
Ramashankar Mishra;😏;5
Stephanie Bombardier;Duolingo is great for learning! However, when I lost my 48 day streak my family went missing. I got my streak back up and my family is back! Thanks for keeping them safe, duo.;5
animation brothers;it's an easy app to use it's fun and helpful if you can take 30 minutes to practice with this beautiful owl who so kindly opened his doors so yall could learn Spanish to go on somewhere new or to just impress a girl you like then shame on you and also mercy cause the owl is rapidly approaching your location and will find you in 3 2 1;5
Rinki Kumari;bahut accha app 😍😍;5
Bangar Plane;I want to rate this app 5/5 stars because it's free and very amazing and thank you Duolingo to teach me japanese 👍🏼👍🏼💯💯💯💕💕🇮🇳🇮🇳❤️❤️🎮🎮;5
A person in the Internet;It's fun I guess, I can't think of anythingbad about it yet;4
Sk Samim;nice and good;5
Sky Quest;ty I can say something;5
amjid khalil;In this app learning is very easy for normal people not for mental problems 🙃 🙂;5
Shani Prasad;Bechare app ka bhi dimag kharab gye dekho jra kya hal ho gya hai 😂😂😂;4
Hasan alam;that app is beautiful;5
Ashley Sewell;Very easy and addictive!;5
Manisha Hasbi;fun to learn;5
Maben Sarker;Very good;5
Chunimaya Saru Magar;it's good for learning language;1
Vanitas;Funny;5
Anjali Kumari;good;5
Meghana Malusare;it is very useful to know various types of language I studied English from Duolingo .. I speak English in front of my friends and family and also my teacher.. I am in Std 6th.. thank you so much Duolingo ...;4
Hajar Derouich;It's bad;1
Anjani Devi;good to go;5
Pabitra Chatterjee;This is a beautiful app. I really like it too much.;5
Salim Reza;vary vary good;5
Shamila Kaleel;Good;1
Emily;love they start slow and continually reinforce the new words you learn throughout the lessons.;5
llenka011;what happened to the face HELP (31.08.2024);5
muhammad jahangir;Excellent, Good, Very Good Very Good Very Good Very 💯💯💯💯💯👏👏👏👏👏 Marvellous ♥️♥️♥️♥️😁😁😄😄;5
suyog rathi;very nice to learn language;5
Nourddin Atik;Profile 🤢;1
Lulzim Manaj;This is the best learning app;5
Biswajit Dash;Worst app no option to learn Bengali fir Hindi and English speaking people.;1
Stephanie Accime;love it;5
Mukunda Ram Chakraborty;This app is amazing This app have so many languages We can learn hindi bengali Spanish and more;5
Vinod Yadav;nice app I like it 💯🤩🤩;5
Zahraa Sarmini;I love it ✨;5
Susovan Chakraborty;The teacher I never had , that's all I can say about this app.;5
tin hlaing;Nice;5
Jenny Murray;this game really helped me learn Greek and it is a fun game🥰🥰🥰😇💪👍👍👍👍 🫵 should try;5
Sandeep Dasu;but one problem Duolingo is great aap in learn English but that is not tell rula please tell me rula for the practice;5
Sophia Inbaraj;excellent!!;5
saniya Qureshi;it's great to learn english;5
Robert Cranbert;Engagement farm that teaches so slowly that it's useless. It's more of a game than anything else. So if you want to play a boring game with lots of adds, based around useless bits of language, this is the app for you;1
Mehedi Hasan;best app for beginners;5
Priangsu Singha;Worst app;1
K. Sahasra;No option for modification of present language;1
Mia;super ⭐⭐⭐⭐⭐;5
Nazmul Hussain;very nice;5
Tim “Maxson” Breaker;The app is good. The hearts are annoying, but right now I refuse to update the app because there's no way I'm having that stupid, snot dripping app icon on my phone. Not when I can just get Memrise instead.;1
sindi mtshali;I is good for people who don't know Zulu;5
Elizabeth Godwin;very nice app 👌;5
Sanuara Bibi;ita a awesome aap;5
Darin Brown;It's quite good. Star off because the free version isn't really viable if you want to be at all serious about learning well. Also wish that it wasn't as expensive or that you didn't have to commit for an entire year for the better rate. But I guess they need to make profit.. I'm doing Japanese and I feel like there are certain things it could do better like teaching certain staple phrases sooner or explaining certain nuances before you actually encounter them.;4
Stemas steve;This app is really Great becoz it has given me the confidence to look for ways of expressing my Spanish (Ugandan) 👑👑👑👑💪💯💯;4
Amira Ahmed;I don't like the new logo.;5
Abdul Hasib;thank you 🙏;5
Sienna harvey;Helped me learn in under 3 months!;5
Jonathan D;Absolutely fantastic app that helps you learn a language. It won't get you to fluency on its own, you have to actually practice and use what you've learned on it, but it's great. I will say I could do away with the creepy weird icons they sometimes change to... I guess they're trying to be quirky? Some of them are just disturbing.;4
Abhirami R;ഇതിൽ ഇംഗ്ലീഷ് കിട്ടാനില്ല;1
Janet Chepkirui;this app is great. It helped me get more better in my education🎓🎓;4
Patricia C Vener;"Update 31 Aug 2024: Besides missing the forums, I am disappointed that I have somehow reached the end of the Hungarian lessons and yet, there is so much more Hungarian to learn. How could they possibly end at ""unit 3?"" Why would I install an update that is not described? I dislike the loss of the forums.";3
Reece Rooplal;So useful;5
Guddu Kumar Singh;It's very good;4
Fortune Antwi;Now what is wrong with the duolingo icon;5
Siam Gamer;অনেক ভালো app;5
Suebrina Allen;I love the app my kids are love it ty;5
Umme Imon;such a good app.;4
Radasa Jayden Nigel;amazing and jun also good for communication purposes in other countries languages for language barriers in such things this is a good app to learn more language for your vocabulary also played a part in my school extra languages help me get through my lessons easier by doing this everyday even just for 10:15 minutes giving me a good boost all my friends keep asking me what am i using to cheat but i'm not cheating i'm still learning probably not going to read this huh;5
Shweta Ojha;this aap is very useful;4
Anakha Krishna;I've been going 491 days strong, and going forward, it'll get better. I'm so glad that I'm consistent with this. Thank God I found out about this app. I'm really happy using this , it's fun.;5
Antim Devi;this is a good game for children;5
Sabila Khatoon;best for speaking an English;5
Rossy Isenia;it's amazing I love de game soooo much but 1 thing I wish we can play it wit no internet but it's a amazing game and very useful 😁😁😁ok bye thanks for reading my message 😊;4
Avah C;Very good app in my experience but I have a few problems I want to just say! 1. Sometimes when a little ad u can just swipe away before the Super Duolingo one comes up the screen turns black leaving ur reward or anything u were just doing lost. 2. Please don't put people with Super Duolingo on my leaderboard, I get they paid and stuff but it's not fair BC they have more privileges obviously they're gonna be on the top. 3. You should add a options and details with the writing course!;5
Naheed Farzana;Best of all;5
L Adigun;Thanks to Duo, I am now French;5
Razin Shala;What a logo 🤣;5
Hala Tarig;genial;5
Jyoti Soni;good;5
Miriam Dalziel;Mi piacciono le sezioni di studio. it is helping me to prepare for my next trip to Italy. :);5
Miki None;I love this app so much it helped me to learn languages I'm currently learning Japanese becuz one day I wanna go to Japan Tokyo but I love it so much and btw duo I followed you on tiktok and this is really helpful you can learn up to 40 languages like Arab Japanese etc I hope you use and like this app as much as I do and WE LOVE YOU DUOLINGO and if you don't like this app idc cuz there's still millions of people who likes it so we don't care if one just dislikes it RIGHT I love y'all BYEEEEEEEEE;5
Dilip Waghe;Naess;5
Jacob T;Taking the previously freely available feature that explained a grammatical error, and locking it behind this new Max pay wall is a scummy move.;1
Jyothi Ammulu;This is very good app;5
Maksym Hryshchuk;Ugly icon, too many notifications, very limited training options;2
Daniel;for some reason after a lesson it bombarded me with ads and after the add it glitches and I have to restart my phone every single time it happens please fix it;4
Preeti Shukla;very best game;5
